,제작사,차명,모델년도,리콜개시일,계절,월별
8300,르노코리아자동차 주식회사,QM3,2015.0,2022-11-23,Autumn,Nov
8301,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-23,Autumn,Nov
8302,포드세일즈서비스코리아(유),Explorer 3.0 PHEV,2020.0,2022-11-23,Autumn,Nov
8303,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-23,Autumn,Nov
8304,현대자동차(주),쏘나타(SONATA),2018.0,2022-11-23,Autumn,Nov
8305,메르세데스벤츠코리아(주),벤츠 A220 Sedan,2020.0,2022-11-23,Autumn,Nov
8306,메르세데스벤츠코리아(주),벤츠 A220 Sedan,2020.0,2022-11-23,Autumn,Nov
8307,비엠더블유코리아(주),BMW 420i Coupe,2018.0,2022-11-23,Autumn,Nov
8308,메르세데스벤츠코리아(주),벤츠 A220 Sedan,2020.0,2022-11-23,Autumn,Nov
8309,메르세데스벤츠코리아(주),벤츠 A220,2020.0,2022-11-23,Autumn,Nov
8310,현대자동차(주),i40 Saloon,2012.0,2022-11-23,Autumn,Nov
8311,메르세데스벤츠코리아(주),Mercedes-Benz C200 4MATIC,2022.0,2022-11-23,Autumn,Nov
8312,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019.0,2022-11-23,Autumn,Nov
8313,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-23,Autumn,Nov
8314,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI BMT,2016.0,2022-11-24,Autumn,Nov
8315,메르세데스벤츠코리아(주),Mercedes-Benz CLS450 4MATIC,2021.0,2022-11-24,Autumn,Nov
8316,기아주식회사,카니발,2022,2022-11-24,Autumn,Nov
8317,혼다코리아(주),ACCORD HYBRID,2021.0,2022-11-24,Autumn,Nov
8318,기아주식회사,K8 하이브리드,2022.0,2022-11-24,Autumn,Nov
8319,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2020.0,2022-11-24,Autumn,Nov
8320,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-24,Autumn,Nov
8321,비엠더블유코리아(주),BMW 520d,2014.0,2022-11-24,Autumn,Nov
8322,기아주식회사,카니발,2022,2022-11-24,Autumn,Nov
8323,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-11-24,Autumn,Nov
8324,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-24,Autumn,Nov
8325,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019.0,2022-11-24,Autumn,Nov
8326,현대자동차(주),그랜저(GRANDEUR),2017.0,2022-11-24,Autumn,Nov
8327,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-24,Autumn,Nov
8328,스텔란티스코리아주식회사,짚 랭글러 루비콘,2018.0,2022-11-24,Autumn,Nov
8329,기아주식회사,스포티지 하이브리드,2022.0,2022-11-24,Autumn,Nov
8330,현대자동차(주),그랜저(GRANDEUR),2016.0,2022-11-24,Autumn,Nov
8331,폭스바겐그룹코리아 주식회사,A6 45 TFSI qu. Premium,2021,2022-11-25,Autumn,Nov
8332,폭스바겐그룹코리아 주식회사,A7 45 TDI qu. Premium,2021,2022-11-25,Autumn,Nov
8333,기아주식회사,쏘렌토 하이브리드,2022.0,2022-11-25,Autumn,Nov
8334,폭스바겐그룹코리아 주식회사,A7 50 TDI qu. Premium,2021,2022-11-25,Autumn,Nov
8335,폭스바겐그룹코리아 주식회사,A7 55 TFSI qu. Premium,2021,2022-11-25,Autumn,Nov
8336,폭스바겐그룹코리아 주식회사,A8 50 TDI LWB qu.,2021,2022-11-25,Autumn,Nov
8337,주식회사 텐핑,주노,2020.0,2022-11-25,Autumn,Nov
8338,폭스바겐그룹코리아 주식회사,A8 50 TDI qu.,2021,2022-11-25,Autumn,Nov
8339,폭스바겐그룹코리아 주식회사,Q5 40 TDI qu.,2021,2022-11-25,Autumn,Nov
8340,폭스바겐그룹코리아 주식회사,A8 60 TFSI LWB qu.,2021,2022-11-25,Autumn,Nov
8341,기아주식회사,쏘렌토 하이브리드,2022.0,2022-11-25,Autumn,Nov
8342,폭스바겐그룹코리아 주식회사,Q5 40 TDI qu. Premium,2022,2022-11-25,Autumn,Nov
8343,폭스바겐그룹코리아 주식회사,Q5 Sportback 40 TDI qu.,2021,2022-11-25,Autumn,Nov
8344,폭스바겐그룹코리아 주식회사,Q5 Sportback 40 TDI qu. Premium,2021,2022-11-25,Autumn,Nov
8345,폭스바겐그룹코리아 주식회사,S7 TDI,2021,2022-11-25,Autumn,Nov
8346,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2017.0,2022-11-25,Autumn,Nov
8347,테슬라코리아 유한회사,Model X,2020,2022-11-25,Autumn,Nov
8348,폭스바겐그룹코리아 주식회사,A8 55 TFSI LWB qu.,2021,2022-11-25,Autumn,Nov
8349,테슬라코리아 유한회사,Model S,2020,2022-11-25,Autumn,Nov
8350,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018.0,2022-11-25,Autumn,Nov
8351,메르세데스벤츠코리아(주),GLE 350 e 4MATIC Coupe,2020,2022-11-25,Autumn,Nov
8352,자기인증면제차량,BORREGO(모하비),2009.0,2022-11-25,Autumn,Nov
8353,기아주식회사,K8 하이브리드,2023.0,2022-11-25,Autumn,Nov
8354,현대자동차(주),G70,2019.0,2022-11-25,Autumn,Nov
8355,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2017.0,2022-11-25,Autumn,Nov
8356,(주)재규어랜드로버코리아,디스커버리 SD4,2018.0,2022-11-25,Autumn,Nov
8357,(주)재규어랜드로버코리아,재규어 XE 20d,2018.0,2022-11-25,Autumn,Nov
8358,한국지엠(주),말리부 2.0 LPG,2015.0,2022-11-25,Autumn,Nov
8359,한국토요타자동차(주),토요타 RAV4 2WD,2018.0,2022-11-25,Autumn,Nov
8360,한국지엠(주),크루즈 1.8 DOHC,2014.0,2022-11-25,Autumn,Nov
8361,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018.0,2022-11-25,Autumn,Nov
8362,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-25,Autumn,Nov
8363,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-25,Autumn,Nov
8364,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-25,Autumn,Nov
8365,기아주식회사,쏘렌토 하이브리드,2022.0,2022-11-25,Autumn,Nov
8366,현대자동차(주),그랜저(GRANDEUR),2015.0,2022-11-25,Autumn,Nov
8367,현대자동차(주),쏘나타(SONATA),2012.0,2022-11-25,Autumn,Nov
8368,메르세데스벤츠코리아(주),GLS 400 d 4MATIC,2022,2022-11-25,Autumn,Nov
8369,메르세데스벤츠코리아(주),GLS 580 4MATIC,2022,2022-11-25,Autumn,Nov
8370,메르세데스벤츠코리아(주),GLE 350 e 4MATIC,2020,2022-11-25,Autumn,Nov
8371,메르세데스벤츠코리아(주),EQA 250,2021,2022-11-25,Autumn,Nov
8372,한국지엠(주),올란도 2.0 LPG,2013.0,2022-11-25,Autumn,Nov
8373,한국지엠(주),올란도 2.0 LPG,2016.0,2022-11-25,Autumn,Nov
8374,기아주식회사,니로 EV,2019.0,2022-11-28,Autumn,Nov
8375,테슬라코리아 유한회사,Model X P100D,2019.0,2022-11-28,Autumn,Nov
8376,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-28,Autumn,Nov
8377,현대자동차(주),아이오닉6 (IONIQ6),2023.0,2022-11-28,Autumn,Nov
8378,현대자동차(주),아이오닉6 (IONIQ6),2023.0,2022-11-28,Autumn,Nov
8379,테슬라코리아 유한회사,Model S Long Range,2020.0,2022-11-28,Autumn,Nov
8380,테슬라코리아 유한회사,Model S Performance,2019.0,2022-11-28,Autumn,Nov
8381,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-28,Autumn,Nov
8382,기아주식회사,스포티지,2023.0,2022-11-28,Autumn,Nov
8383,기아주식회사,쏘렌토 하이브리드,2022.0,2022-11-28,Autumn,Nov
8384,(주)재규어랜드로버코리아,디스커버리 SD4,2017.0,2022-11-28,Autumn,Nov
8385,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-28,Autumn,Nov
8386,다임러트럭코리아(주),Actros,2018.0,2022-11-28,Autumn,Nov
8387,현대자동차(주),제네시스(GENESIS),2015.0,2022-11-28,Autumn,Nov
8388,메르세데스벤츠코리아(주),Mercedes-Benz S580 4MATIC,2022.0,2022-11-28,Autumn,Nov
8389,(주)재규어랜드로버코리아,디스커버리 TD6,2018.0,2022-11-28,Autumn,Nov
8390,혼다코리아(주),ACCORD 1.5T,2021.0,2022-11-28,Autumn,Nov
8391,폭스바겐그룹코리아 주식회사,Golf 8 2.0 TDI,2021,2022-11-28,Autumn,Nov
8392,한신특장,한신울트라고소작업차,2023.0,2022-11-28,Autumn,Nov
8393,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-28,Autumn,Nov
8394,비엠더블유코리아(주),BMW 530i xDrive,2017.0,2022-11-28,Autumn,Nov
8395,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-28,Autumn,Nov
8396,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-28,Autumn,Nov
8397,현대자동차(주),투싼(TUCSON),2016.0,2022-11-28,Autumn,Nov
8398,폭스바겐그룹코리아 주식회사,A6 40 TDI,2022.0,2022-11-28,Autumn,Nov
8399,기아주식회사,쏘렌토 하이브리드,2022.0,2022-11-28,Autumn,Nov
8400,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-28,Autumn,Nov
8401,메르세데스벤츠코리아(주),Mercedes-Benz CLA250 4MATIC,2020.0,2022-11-28,Autumn,Nov
8402,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-28,Autumn,Nov
8403,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019.0,2022-11-28,Autumn,Nov
8404,기아주식회사,EV6,2022.0,2022-11-28,Autumn,Nov
8405,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-28,Autumn,Nov
8406,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-28,Autumn,Nov
8407,현대자동차(주),투싼(TUCSON),2016.0,2022-11-28,Autumn,Nov
8408,폭스바겐그룹코리아 주식회사,Arteon 2.0 TDI,2019.0,2022-11-28,Autumn,Nov
8409,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-28,Autumn,Nov
8410,기아주식회사,니로 EV,2019.0,2022-11-28,Autumn,Nov
8411,한국지엠(주),올란도 2.0 LPG,2013.0,2022-11-28,Autumn,Nov
8412,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-28,Autumn,Nov
8413,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-28,Autumn,Nov
8414,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-28,Autumn,Nov
8415,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-28,Autumn,Nov
8416,현대자동차(주),맥스크루즈 (MAXCRUZ),2015.0,2022-11-28,Autumn,Nov
8417,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-29,Autumn,Nov
8418,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-29,Autumn,Nov
8419,기아주식회사,쏘렌토,2021.0,2022-11-29,Autumn,Nov
8420,기아주식회사,그랜드 카니발,2012.0,2022-11-29,Autumn,Nov
8421,기아주식회사,스포티지 하이브리드,2023.0,2022-11-29,Autumn,Nov
8422,메르세데스벤츠코리아(주),E200,2018.0,2022-11-29,Autumn,Nov
8423,현대자동차(주),그랜저(GRANDEUR),2012.0,2022-11-29,Autumn,Nov
8424,현대자동차(주),아반떼(AVANTE),2016.0,2022-11-29,Autumn,Nov
8425,현대자동차(주),싼타페(SANTAFE),2021.0,2022-11-29,Autumn,Nov
8426,비엠더블유코리아(주),BMW 530i xDrive,2018.0,2022-11-29,Autumn,Nov
8427,현대자동차(주),투싼(TUCSON),2016.0,2022-11-29,Autumn,Nov
8428,기아주식회사,K7 하이브리드,2017.0,2022-11-29,Autumn,Nov
8429,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-29,Autumn,Nov
8430,현대자동차(주),그랜저(GRANDEUR) 하이브리드,2014.0,2022-11-29,Autumn,Nov
8431,기아주식회사,쏘렌토 하이브리드,2023.0,2022-11-29,Autumn,Nov
8432,기아주식회사,쏘렌토 하이브리드,2022.0,2022-11-29,Autumn,Nov
8433,기아주식회사,쏘렌토 하이브리드,2022.0,2022-11-29,Autumn,Nov
8434,기아주식회사,쏘렌토 하이브리드,2022.0,2022-11-29,Autumn,Nov
8435,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-29,Autumn,Nov
8436,기아주식회사,스포티지 하이브리드,2022.0,2022-11-29,Autumn,Nov
8437,현대자동차(주),쏘나타(SONATA),2015.0,2022-11-29,Autumn,Nov
8438,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-29,Autumn,Nov
8439,(주)볼보자동차코리아,볼보 S90T5,2019.0,2022-11-29,Autumn,Nov
8440,기아주식회사,쏘렌토,2021.0,2022-11-29,Autumn,Nov
8441,다임러트럭코리아(주),Actros,2017.0,2022-11-29,Autumn,Nov
8442,현대자동차(주),쏘나타(SONATA),2015.0,2022-11-29,Autumn,Nov
8443,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-11-29,Autumn,Nov
8444,기아주식회사,K3,2018.0,2022-11-29,Autumn,Nov
8445,르노코리아자동차 주식회사,QM3,2016.0,2022-11-30,Autumn,Nov
8446,현대자동차(주),투싼(TUCSON),2016.0,2022-11-30,Autumn,Nov
8447,한국지엠(주),올란도 2.0 LPG,2017.0,2022-11-30,Autumn,Nov
8448,기아주식회사,K7,2016.0,2022-11-30,Autumn,Nov
8449,르노코리아자동차 주식회사,QM6,2019.0,2022-11-30,Autumn,Nov
8450,모토스타코리아(주),ZT310T-M,2022.0,2022-11-30,Autumn,Nov
8451,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-30,Autumn,Nov
8452,메르세데스벤츠코리아(주),벤츠 CLS450 4Matic,2020.0,2022-11-30,Autumn,Nov
8453,기아주식회사,EV6,2022.0,2022-11-30,Autumn,Nov
8454,르노코리아자동차 주식회사,SM6,2016.0,2022-11-30,Autumn,Nov
8455,쌍용자동차(주),G4 렉스턴,2018.0,2022-11-30,Autumn,Nov
8456,현대자동차(주),i30,2017.0,2022-11-30,Autumn,Nov
8457,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2020.0,2022-11-30,Autumn,Nov
8458,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-30,Autumn,Nov
8459,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-11-30,Autumn,Nov
8460,쌍용자동차(주),렉스턴,2013.0,2022-11-30,Autumn,Nov
8461,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2010.0,2022-11-30,Autumn,Nov
8462,현대자동차(주),아이오닉5 (IONIQ5),2022.0,2022-11-30,Autumn,Nov
8463,메르세데스벤츠코리아(주),Mercedes-Benz A220 Sedan,2021.0,2022-11-30,Autumn,Nov
8464,현대자동차(주),i40 Saloon,2016.0,2022-11-30,Autumn,Nov
8465,(주)재규어랜드로버코리아,재규어 XF 20d,2017.0,2022-12-01,Winter,Dec
8466,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-12-01,Winter,Dec
8467,현대자동차(주),G80,2017.0,2022-12-01,Winter,Dec
8468,기아주식회사,K7,2016.0,2022-12-01,Winter,Dec
8469,기아주식회사,셀토스,2020.0,2022-12-01,Winter,Dec
8470,기아주식회사,봉고Ⅲ 1톤,2021.0,2022-12-01,Winter,Dec
8471,(주)아이버스,아이버스스타리아어린이운송차,2022.0,2022-12-01,Winter,Dec
8472,(유)기흥모터스,HARLEY-DAVIDSON RH975,2022,2022-12-01,Winter,Dec
8473,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2018.0,2022-12-01,Winter,Dec
8474,르노코리아자동차 주식회사,MASTER,2021.0,2022-12-01,Winter,Dec
8475,(주)재규어랜드로버코리아,재규어 XE 20d,2018.0,2022-12-01,Winter,Dec
8476,(주)재규어랜드로버코리아,재규어 XE 2.0D,2016.0,2022-12-01,Winter,Dec
8477,기아주식회사,K7,2017.0,2022-12-01,Winter,Dec
8478,한국지엠(주),올란도 2.0 LPG,2013.0,2022-12-01,Winter,Dec
8479,현대자동차(주),아반떼(AVANTE),2021.0,2022-12-01,Winter,Dec
8480,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2017.0,2022-12-01,Winter,Dec
8481,(주)재규어랜드로버코리아,재규어 XF 20d,2017.0,2022-12-01,Winter,Dec
8482,현대자동차(주),아반떼 (AVANTE),2015.0,2022-12-01,Winter,Dec
8483,쌍용자동차(주),렉스턴,2021.0,2022-12-01,Winter,Dec
8484,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2017.0,2022-12-01,Winter,Dec
8485,기아주식회사,쏘렌토 하이브리드,2021.0,2022-12-01,Winter,Dec
8486,한신특장,한신특장 울트라 고소작업차,2013,2022-12-01,Winter,Dec
8487,스카니아코리아그룹(주),스카니아트랙터,2020.0,2022-12-01,Winter,Dec
8488,쌍용자동차(주),렉스턴,2021.0,2022-12-01,Winter,Dec
8489,테슬라코리아 유한회사,Model X 100D,2019.0,2022-12-01,Winter,Dec
8490,기아주식회사,K9,2013.0,2022-12-02,Winter,Dec
8491,르노코리아자동차 주식회사,SM6,2016.0,2022-12-02,Winter,Dec
8492,현대자동차(주),제네시스(GENESIS),2015.0,2022-12-02,Winter,Dec
8493,(주)볼보자동차코리아,볼보 S90B5,2022.0,2022-12-02,Winter,Dec
8494,비엠더블유코리아(주),BMW 520d,2017.0,2022-12-02,Winter,Dec
8495,비엠더블유코리아(주),BMW 520d,2017.0,2022-12-02,Winter,Dec
8496,비엠더블유코리아(주),BMW 520d,2017.0,2022-12-02,Winter,Dec
8497,폭스바겐그룹코리아 주식회사,Golf 1.4 TSI,2016.0,2022-12-02,Winter,Dec
8498,쌍용자동차(주),렉스턴,2021.0,2022-12-02,Winter,Dec
8499,한국지엠(주),올란도 2.0 LPG,2014.0,2022-12-02,Winter,Dec
8500,현대자동차(주),G70,2018.0,2022-12-02,Winter,Dec
8501,현대자동차(주),G70,2018.0,2022-12-02,Winter,Dec
8502,기아주식회사,쏘렌토 하이브리드,2022.0,2022-12-02,Winter,Dec
8503,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-12-02,Winter,Dec
8504,지엠대우오토앤테크놀로지(주),CHEVROLET COLORADO AWD,2021.0,2022-12-02,Winter,Dec
8505,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-12-02,Winter,Dec
8506,현대자동차(주),G70,2018.0,2022-12-02,Winter,Dec
8507,비엠더블유코리아(주),BMW 530i,2018.0,2022-12-02,Winter,Dec
8508,주식회사 와코,2K2,2020.0,2022-12-02,Winter,Dec
8509,(주)재규어랜드로버코리아,재규어 XF 20d,2017.0,2022-12-02,Winter,Dec
8510,메르세데스벤츠코리아(주),E300 4Matic,2017.0,2022-12-02,Winter,Dec
8511,스카니아코리아그룹(주),스카니아트랙터,2021.0,2022-12-02,Winter,Dec
8512,폭스바겐그룹코리아 주식회사,Golf 8 2.0 GTI,2022,2022-12-02,Winter,Dec
8513,폭스바겐그룹코리아 주식회사,Q3 35 TDI Premium,2022,2022-12-02,Winter,Dec
8514,메르세데스벤츠코리아(주),E 220 d 4MATIC,2022,2022-12-02,Winter,Dec
8515,메르세데스벤츠코리아(주),E 450 4MATIC,2022,2022-12-02,Winter,Dec
8516,메르세데스벤츠코리아(주),Mercedes-AMG E 53 4MATIC+,2022,2022-12-02,Winter,Dec
8517,메르세데스벤츠코리아(주),CLS 300 d 4MATIC,2022,2022-12-02,Winter,Dec
8518,메르세데스벤츠코리아(주),CLS 450 4MATIC,2022,2022-12-02,Winter,Dec
8519,메르세데스벤츠코리아(주),E 350 4MATIC,2022,2022-12-02,Winter,Dec
8520,(주)재규어랜드로버코리아,재규어 XF 20d,2016.0,2022-12-02,Winter,Dec
8521,메르세데스벤츠코리아(주),Mercedes-Benz S350 d,2021.0,2022-12-02,Winter,Dec
8522,(주)재규어랜드로버코리아,디스커버리 TD6,2019.0,2022-12-02,Winter,Dec
8523,기아주식회사,스포티지 하이브리드,2022.0,2022-12-02,Winter,Dec
8524,(주)재규어랜드로버코리아,재규어 XF 20d,2017.0,2022-12-02,Winter,Dec
8525,(주)재규어랜드로버코리아,재규어 XF 20d,2018.0,2022-12-02,Winter,Dec
8526,메르세데스벤츠코리아(주),Mercedes-AMG CLS 53 4MATIC+,2022,2022-12-02,Winter,Dec
8527,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-12-02,Winter,Dec
8528,쌍용자동차(주),토레스,2023.0,2022-12-05,Winter,Dec
8529,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-12-05,Winter,Dec
8530,현대자동차(주),그랜저(GRANDEUR),2017.0,2022-12-05,Winter,Dec
8531,쌍용자동차(주),렉스턴,2021.0,2022-12-05,Winter,Dec
8532,기아주식회사,스포티지 하이브리드,2022.0,2022-12-05,Winter,Dec
8533,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018.0,2022-12-05,Winter,Dec
8534,쌍용자동차(주),토레스,2023.0,2022-12-05,Winter,Dec
8535,쌍용자동차(주),토레스,2023.0,2022-12-05,Winter,Dec
8536,메르세데스벤츠코리아(주),E300 4Matic,2017.0,2022-12-05,Winter,Dec
8537,(주)재규어랜드로버코리아,디스커버리4 3.0D,2016.0,2022-12-05,Winter,Dec
8538,한국지엠(주),올란도 2.0 LPG,2016.0,2022-12-05,Winter,Dec
8539,쌍용자동차(주),토레스,2023.0,2022-12-05,Winter,Dec
8540,현대자동차(주),싼타페(SANTAFE),2021.0,2022-12-05,Winter,Dec
8541,기아주식회사,스포티지 하이브리드,2022.0,2022-12-05,Winter,Dec
8542,기아주식회사,카니발,2021.0,2022-12-05,Winter,Dec
8543,쌍용자동차(주),토레스,2023.0,2022-12-05,Winter,Dec
8544,기아주식회사,쏘렌토 하이브리드,2022.0,2022-12-05,Winter,Dec
8545,현대자동차(주),그랜저 하이브리드,2018.0,2022-12-05,Winter,Dec
8546,한국지엠(주),말리부 1.5 TURBO,2017.0,2022-12-05,Winter,Dec
8547,기아주식회사,스포티지,2015.0,2022-12-05,Winter,Dec
8548,르노코리아자동차 주식회사,SM3 Z.E.,2017.0,2022-12-05,Winter,Dec
8549,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-12-05,Winter,Dec
8550,(유)기흥모터스,HARLEY-DAVIDSON FLHRXS,2022,2022-12-05,Winter,Dec
8551,폭스바겐그룹코리아 주식회사,A6 45 TDI quattro,2021.0,2022-12-05,Winter,Dec
8552,(유)기흥모터스,HARLEY-DAVIDSON FLHT,2020,2022-12-05,Winter,Dec
8553,(유)기흥모터스,HARLEY-DAVIDSON FLHTK,2022,2022-12-05,Winter,Dec
8554,(유)기흥모터스,HARLEY-DAVIDSON FLHTKSE,2021,2022-12-05,Winter,Dec
8555,(유)기흥모터스,HARLEY-DAVIDSON FLHTP,2022,2022-12-05,Winter,Dec
8556,(유)기흥모터스,HARLEY-DAVIDSON FLHXS,2022,2022-12-05,Winter,Dec
8557,(유)기흥모터스,HARLEY-DAVIDSON FLTRK,2022,2022-12-05,Winter,Dec
8558,(유)기흥모터스,HARLEY-DAVIDSON FLTRXS,2022,2022-12-05,Winter,Dec
8559,(유)기흥모터스,HARLEY-DAVIDSON FLHXSE,2022,2022-12-05,Winter,Dec
8560,(유)기흥모터스,HARLEY-DAVIDSON FLH,2021,2022-12-05,Winter,Dec
8561,쌍용자동차(주),토레스,2023.0,2022-12-05,Winter,Dec
8562,(유)기흥모터스,HARLEY-DAVIDSON FLHXST,2022,2022-12-05,Winter,Dec
8563,(유)기흥모터스,HARLEY-DAVIDSON FLTRXSE,2022,2022-12-05,Winter,Dec
8564,(유)기흥모터스,HARLEY-DAVIDSON FLTRKSE,2022,2022-12-05,Winter,Dec
8565,(유)기흥모터스,HARLEY-DAVIDSON FLTRXST,2022,2022-12-05,Winter,Dec
8566,(주)재규어랜드로버코리아,재규어 XF 20d,2017.0,2022-12-05,Winter,Dec
8567,(유)기흥모터스,HARLEY-DAVIDSON FLHR,2022,2022-12-05,Winter,Dec
8568,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-12-05,Winter,Dec
8569,현대자동차(주),그랜저(GRANDEUR),2017.0,2022-12-05,Winter,Dec
8570,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-12-05,Winter,Dec
8571,현대자동차(주),제네시스(GENESIS),2016.0,2022-12-05,Winter,Dec
8572,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-12-05,Winter,Dec
8573,메르세데스벤츠코리아(주),E300 4Matic,2017.0,2022-12-05,Winter,Dec
8574,한국지엠(주),올란도 2.0 LPG,2013.0,2022-12-05,Winter,Dec
