,제작사,차명,모델년도,리콜개시일,계절,월별
4621,현대자동차(주),GV80,2022.0,2022-07-05,Summer,July
4622,기아주식회사,니로 EV,2022.0,2022-07-05,Summer,July
4623,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-05,Summer,July
4624,비엠더블유코리아(주),BMW X6 xDrive30d,2022.0,2022-07-05,Summer,July
4625,한국지엠(주),말리부 1.5 TURBO,2017.0,2022-07-05,Summer,July
4626,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-05,Summer,July
4627,기아주식회사,봉고Ⅲ 1톤 EV,2022.0,2022-07-05,Summer,July
4628,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2015.0,2022-07-05,Summer,July
4629,르노코리아자동차 주식회사,QM6,2017.0,2022-07-05,Summer,July
4630,르노코리아자동차 주식회사,QM6,2019.0,2022-07-05,Summer,July
4631,현대자동차(주),싼타페(SANTAFE),2013.0,2022-07-05,Summer,July
4632,기아주식회사,쏘렌토 하이브리드,2021.0,2022-07-05,Summer,July
4633,혼다코리아(주),ACCORD HYBRID,2018.0,2022-07-05,Summer,July
4634,메르세데스벤츠코리아(주),Mercedes-Benz E250,2022.0,2022-07-05,Summer,July
4635,기아주식회사,니로 EV,2019.0,2022-07-05,Summer,July
4636,혼다코리아(주),ODYSSEY,2022.0,2022-07-05,Summer,July
4637,르노코리아자동차 주식회사,QM6,2017.0,2022-07-05,Summer,July
4638,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-05,Summer,July
4639,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-05,Summer,July
4640,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-05,Summer,July
4641,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-05,Summer,July
4642,기아주식회사,니로 EV,2019.0,2022-07-05,Summer,July
4643,현대자동차(주),아반떼(AVANTE),2021.0,2022-07-05,Summer,July
4644,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-05,Summer,July
4645,르노코리아자동차 주식회사,XM3,2020.0,2022-07-05,Summer,July
4646,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-05,Summer,July
4647,기아주식회사,K5,2019.0,2022-07-05,Summer,July
4648,기아주식회사,그랜드 카니발,2011.0,2022-07-05,Summer,July
4649,현대자동차(주),GV70,2022.0,2022-07-05,Summer,July
4650,(주)한성특장,한성8.5톤플러스카고,2020.0,2022-07-05,Summer,July
4651,기아주식회사,봉고Ⅲ 1톤 EV,2021.0,2022-07-05,Summer,July
4652,르노코리아자동차 주식회사,QM6,2018.0,2022-07-05,Summer,July
4653,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-06,Summer,July
4654,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-06,Summer,July
4655,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-06,Summer,July
4656,기아주식회사,쏘렌토,2021.0,2022-07-06,Summer,July
4657,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-06,Summer,July
4658,비엠더블유코리아(주),BMW 520d,2018.0,2022-07-06,Summer,July
4659,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-06,Summer,July
4660,(주)한중특장,한중8.5톤카고,2022.0,2022-07-06,Summer,July
4661,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2017.0,2022-07-06,Summer,July
4662,현대자동차(주),싼타페(SANTAFE),2013.0,2022-07-06,Summer,July
4663,기아주식회사,K5,2011.0,2022-07-06,Summer,July
4664,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-06,Summer,July
4665,기아주식회사,니로 EV,2019.0,2022-07-06,Summer,July
4666,르노코리아자동차 주식회사,XM3,2020.0,2022-07-06,Summer,July
4667,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-06,Summer,July
4668,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-06,Summer,July
4669,기아주식회사,니로 EV,2019.0,2022-07-06,Summer,July
4670,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-06,Summer,July
4671,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-06,Summer,July
4672,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-06,Summer,July
4673,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-06,Summer,July
4674,르노코리아자동차 주식회사,QM6,2017.0,2022-07-06,Summer,July
4675,현대자동차(주),맥스크루즈 (MAXCRUZ),2018.0,2022-07-06,Summer,July
4676,르노코리아자동차 주식회사,QM6,2018.0,2022-07-06,Summer,July
4677,기아주식회사,니로 EV,2019.0,2022-07-06,Summer,July
4678,르노코리아자동차 주식회사,QM6,2017.0,2022-07-06,Summer,July
4679,기아주식회사,쏘렌토,2010.0,2022-07-06,Summer,July
4680,르노코리아자동차 주식회사,QM3,2016.0,2022-07-06,Summer,July
4681,(주)재규어랜드로버코리아,디스커버리 SD4,2017.0,2022-07-06,Summer,July
4682,르노코리아자동차 주식회사,QM6,2017.0,2022-07-06,Summer,July
4683,한국지엠(주),말리부 1.5 TURBO,2017.0,2022-07-06,Summer,July
4684,혼다코리아(주),ACCORD HYBRID,2019.0,2022-07-06,Summer,July
4685,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-06,Summer,July
4686,기아주식회사,쏘렌토 하이브리드,2022.0,2022-07-06,Summer,July
4687,비엠더블유코리아(주),740Ld xDrive,2018,2022-07-06,Summer,July
4688,비엠더블유코리아(주),X3 xDrive30d M Sport Package,2020,2022-07-06,Summer,July
4689,비엠더블유코리아(주),X4 M40d,2020,2022-07-06,Summer,July
4690,비엠더블유코리아(주),X4 xDrive30d xLine,2020,2022-07-06,Summer,July
4691,비엠더블유코리아(주),X5 xDrive30d xLine,2020,2022-07-06,Summer,July
4692,비엠더블유코리아(주),840d xDrive Gran Coupe Excellence,2020,2022-07-06,Summer,July
4693,비엠더블유코리아(주),Rolls-Royce Ghost Black Badge,2021,2022-07-06,Summer,July
4694,비엠더블유코리아(주),Rolls-Royce Phantom EWB,2021,2022-07-06,Summer,July
4695,비엠더블유코리아(주),530d,2018,2022-07-06,Summer,July
4696,비엠더블유코리아(주),X6 xDrive30d,2020,2022-07-06,Summer,July
4697,비엠더블유코리아(주),Rolls-Royce Cullinan,2021,2022-07-06,Summer,July
4698,비엠더블유코리아(주),630d xDrive,2020,2022-07-06,Summer,July
4699,비엠더블유코리아(주),730d xDrive,2019,2022-07-06,Summer,July
4700,비엠더블유코리아(주),730d xDrive,2020,2022-07-06,Summer,July
4701,비엠더블유코리아(주),730Ld xDrive,2019,2022-07-06,Summer,July
4702,비엠더블유코리아(주),740Ld xDrive,2020,2022-07-06,Summer,July
4703,비엠더블유코리아(주),730Ld xDrive,2020,2022-07-06,Summer,July
4704,비엠더블유코리아(주),740d xDrive,2019,2022-07-06,Summer,July
4705,비엠더블유코리아(주),X7 xDrive30d Design Pure Excellence,2020,2022-07-06,Summer,July
4706,비엠더블유코리아(주),740d xDrive,2020,2022-07-06,Summer,July
4707,기아주식회사,K8 하이브리드,2022.0,2022-07-07,Summer,July
4708,비엠더블유코리아(주),BMW 530e,2022.0,2022-07-07,Summer,July
4709,포드세일즈서비스코리아(유),Lincoln Nautilus 2.7 AWD,2022.0,2022-07-07,Summer,July
4710,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-07,Summer,July
4711,기아주식회사,니로 EV,2019.0,2022-07-07,Summer,July
4712,포드세일즈서비스코리아(유),Lincoln Nautilus 2.7 AWD,2022.0,2022-07-07,Summer,July
4713,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-07,Summer,July
4714,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-07,Summer,July
4715,르노코리아자동차 주식회사,QM6,2017.0,2022-07-07,Summer,July
4716,르노코리아자동차 주식회사,QM6,2017.0,2022-07-07,Summer,July
4717,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-07-07,Summer,July
4718,현대자동차(주),제네시스(GENESIS),2016.0,2022-07-07,Summer,July
4719,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-07,Summer,July
4720,기아주식회사,쏘렌토,2021.0,2022-07-07,Summer,July
4721,현대자동차(주),아반떼(AVANTE),2016.0,2022-07-07,Summer,July
4722,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-07,Summer,July
4723,르노코리아자동차 주식회사,QM6,2017.0,2022-07-07,Summer,July
4724,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019.0,2022-07-07,Summer,July
4725,현대자동차(주),제네시스(GENESIS),2014.0,2022-07-07,Summer,July
4726,자기인증면제차량,BENZ C300,2008.0,2022-07-07,Summer,July
4727,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-07,Summer,July
4728,(주)재규어랜드로버코리아,재규어 XE 2.0D,2016.0,2022-07-07,Summer,July
4729,기아주식회사,니로 EV,2019.0,2022-07-07,Summer,July
4730,현대자동차(주),그랜저(GRANDEUR),2011.0,2022-07-07,Summer,July
4731,르노코리아자동차 주식회사,QM6,2017.0,2022-07-07,Summer,July
4732,스텔란티스코리아주식회사,짚 레니게이드 2.4,2018.0,2022-07-07,Summer,July
4733,현대자동차(주),그랜드 스타렉스(GRAND STAREX),2019.0,2022-07-07,Summer,July
4734,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-07,Summer,July
4735,기아주식회사,K8 하이브리드,2022.0,2022-07-07,Summer,July
4736,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-07-07,Summer,July
4737,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2018.0,2022-07-07,Summer,July
4738,포드세일즈서비스코리아(유),Lincoln Nautilus 2.7 AWD,2022.0,2022-07-07,Summer,July
4739,메르세데스벤츠코리아(주),Mercedes-Benz EQS450 +,2022.0,2022-07-07,Summer,July
4740,혼다코리아(주),ACCORD HYBRID,2018.0,2022-07-07,Summer,July
4741,기아주식회사,K5,2020.0,2022-07-07,Summer,July
4742,현대자동차(주),아반떼 (AVANTE),2012.0,2022-07-07,Summer,July
4743,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-07,Summer,July
4744,르노코리아자동차 주식회사,QM6,2022.0,2022-07-07,Summer,July
4745,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022.0,2022-07-08,Summer,July
4746,기아주식회사,니로 EV,2019.0,2022-07-08,Summer,July
4747,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-08,Summer,July
4748,기아주식회사,니로 하이브리드,2020.0,2022-07-08,Summer,July
4749,현대자동차(주),싼타페(SANTAFE),2015.0,2022-07-08,Summer,July
4750,(주)재규어랜드로버코리아,디스커버리 SD4,2018.0,2022-07-08,Summer,July
4751,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-08,Summer,July
4752,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-08,Summer,July
4753,르노코리아자동차 주식회사,SM5 LPLi,2013.0,2022-07-08,Summer,July
4754,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-08,Summer,July
4755,르노코리아자동차 주식회사,QM6,2019.0,2022-07-08,Summer,July
4756,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-08,Summer,July
4757,한불모터스(주),Peugeot 3008 1.6 BlueHDi,2018.0,2022-07-08,Summer,July
4758,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-08,Summer,July
4759,혼다코리아(주),WW125,2020.0,2022-07-08,Summer,July
4760,타타대우상용차(주),더쎈,2022.0,2022-07-08,Summer,July
4761,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-08,Summer,July
4762,르노코리아자동차 주식회사,QM6,2017.0,2022-07-08,Summer,July
4763,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-08,Summer,July
4764,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-08,Summer,July
4765,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-08,Summer,July
4766,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-08,Summer,July
4767,현대자동차(주),쏘나타(SONATA),2018.0,2022-07-08,Summer,July
4768,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-08,Summer,July
4769,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-08,Summer,July
4770,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-08,Summer,July
4771,르노코리아자동차 주식회사,SM3,2012.0,2022-07-08,Summer,July
4772,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-08,Summer,July
4773,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-08,Summer,July
4774,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-08,Summer,July
4775,르노코리아자동차 주식회사,QM6,2017.0,2022-07-08,Summer,July
4776,현대자동차(주),맥스크루즈 (MAXCRUZ),2015.0,2022-07-08,Summer,July
4777,르노코리아자동차 주식회사,SM6,2016.0,2022-07-08,Summer,July
4778,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-08,Summer,July
4779,폭스바겐그룹코리아 주식회사,A8 40 TFSI LWB qu.,2014,2022-07-08,Summer,July
4780,폭스바겐그룹코리아 주식회사,A8 60 TFSI LWB qu.,2015,2022-07-08,Summer,July
4781,폭스바겐그룹코리아 주식회사,A8 65 TFSI qu.,2016,2022-07-08,Summer,July
4782,폭스바겐그룹코리아 주식회사,RS7 Plus TFSI qu.,2016,2022-07-08,Summer,July
4783,폭스바겐그룹코리아 주식회사,RS7 TFSI qu.,2015,2022-07-08,Summer,July
4784,현대자동차(주),그랜저 하이브리드 (GRANDEUR HYBRID),2016.0,2022-07-08,Summer,July
4785,폭스바겐그룹코리아 주식회사,A8 65 TFSI LWB qu.,2016,2022-07-08,Summer,July
4786,폭스바겐그룹코리아 주식회사,S7 TFSI qu.,2015,2022-07-08,Summer,July
4787,폭스바겐그룹코리아 주식회사,S8 4.0 TFSI qu.,2014,2022-07-08,Summer,July
4788,폭스바겐그룹코리아 주식회사,S8 Plus TFSI qu.,2016,2022-07-08,Summer,July
4789,폭스바겐그룹코리아 주식회사,S8 TFSI qu.,2015,2022-07-08,Summer,July
4790,지엠코리아(주),XT6,2022,2022-07-08,Summer,July
4791,폭스바겐그룹코리아 주식회사,S6 TFSI qu.,2015,2022-07-08,Summer,July
4792,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-11,Summer,July
4793,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019.0,2022-07-11,Summer,July
4794,현대자동차(주),싼타페(SANTAFE),2014.0,2022-07-11,Summer,July
4795,르노코리아자동차 주식회사,QM6,2017.0,2022-07-11,Summer,July
4796,현대자동차(주),맥스크루즈 (MAXCRUZ),2014.0,2022-07-11,Summer,July
4797,르노코리아자동차 주식회사,QM6,2017.0,2022-07-11,Summer,July
4798,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-11,Summer,July
4799,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-11,Summer,July
4800,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-11,Summer,July
4801,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019.0,2022-07-11,Summer,July
4802,기아주식회사,K5,2011.0,2022-07-11,Summer,July
4803,현대자동차(주),싼타페(SANTAFE),2015.0,2022-07-11,Summer,July
4804,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2016.0,2022-07-11,Summer,July
4805,현대자동차(주),그랜드 스타렉스(GRAND STAREX),2019.0,2022-07-11,Summer,July
4806,르노코리아자동차 주식회사,XM3,2020.0,2022-07-11,Summer,July
4807,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-11,Summer,July
4808,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-11,Summer,July
4809,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-11,Summer,July
4810,현대자동차(주),제네시스(GENESIS),2014.0,2022-07-11,Summer,July
4811,(주)재규어랜드로버코리아,레인지로버 4.4D,2016.0,2022-07-11,Summer,July
4812,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-11,Summer,July
4813,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-11,Summer,July
4814,기아주식회사,니로 EV,2019.0,2022-07-11,Summer,July
4815,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-11,Summer,July
4816,혼다코리아(주),ACCORD HYBRID,2018.0,2022-07-11,Summer,July
4817,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-11,Summer,July
4818,현대자동차(주),제네시스(GENESIS),2015.0,2022-07-11,Summer,July
4819,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-11,Summer,July
4820,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-11,Summer,July
4821,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-11,Summer,July
4822,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2018.0,2022-07-11,Summer,July
4823,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-11,Summer,July
4824,현대자동차(주),EQ900,2018.0,2022-07-11,Summer,July
4825,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-11,Summer,July
4826,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-11,Summer,July
4827,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-11,Summer,July
4828,주식회사 나인인디에어,나인인디에어캠핑카,2021.0,2022-07-11,Summer,July
4829,기아주식회사,K7,2012.0,2022-07-11,Summer,July
4830,한국지엠(주),스파크 1.0,2017.0,2022-07-11,Summer,July
4831,(주)재규어랜드로버코리아,재규어 XF 20d,2017.0,2022-07-11,Summer,July
4832,현대자동차(주),투싼(TL),2020,2022-07-11,Summer,July
4833,현대자동차(주),코나(OS),2020,2022-07-11,Summer,July
4834,현대자동차(주),투싼(TL),2020,2022-07-11,Summer,July
4835,현대자동차(주),코나(OS),2020,2022-07-11,Summer,July
4836,기아주식회사,K7,2020.0,2022-07-11,Summer,July
4837,비엠더블유코리아(주),BMW X3 xDrive30e,2022.0,2022-07-11,Summer,July
4838,기아주식회사,스포티지(QL),2020,2022-07-11,Summer,July
4839,(주)에프엠케이,마세라티 르반떼 GT 하이브리드,2021,2022-07-11,Summer,July
4840,기아주식회사,셀토스(SP2),2021,2022-07-11,Summer,July
4841,기아주식회사,스포티지(QL),2021,2022-07-11,Summer,July
4842,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-11,Summer,July
4843,기아주식회사,셀토스(SP2),2020,2022-07-11,Summer,July
4844,현대자동차(주),그랜드 스타렉스(GRAND STAREX),2019.0,2022-07-12,Summer,July
4845,혼다코리아(주),ACCORD 1.5T,2019.0,2022-07-12,Summer,July
4846,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-12,Summer,July
4847,비엠더블유코리아(주),BMW 520d,2017.0,2022-07-12,Summer,July
4848,르노코리아자동차 주식회사,QM6,2017.0,2022-07-12,Summer,July
4849,기아주식회사,니로 EV,2020.0,2022-07-12,Summer,July
4850,비엠더블유코리아(주),BMW Gran Turismo EfficientDynamics Edition,2014.0,2022-07-12,Summer,July
4851,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-12,Summer,July
4852,현대자동차(주),투싼(TUCSON),2016.0,2022-07-12,Summer,July
4853,현대자동차(주),G80,2017.0,2022-07-12,Summer,July
4854,르노코리아자동차 주식회사,QM6,2017.0,2022-07-12,Summer,July
4855,르노코리아자동차 주식회사,QM6,2017.0,2022-07-12,Summer,July
4856,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-12,Summer,July
4857,폭스바겐그룹코리아 주식회사,TTS Roadster quattro,2014.0,2022-07-12,Summer,July
4858,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-12,Summer,July
4859,기아주식회사,니로 EV,2019.0,2022-07-12,Summer,July
4860,르노코리아자동차 주식회사,QM6,2017.0,2022-07-12,Summer,July
4861,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-12,Summer,July
4862,기아주식회사,스포티지,2016.0,2022-07-12,Summer,July
4863,현대자동차(주),맥스크루즈 (MAXCRUZ),2014.0,2022-07-12,Summer,July
4864,(주)재규어랜드로버코리아,재규어 XE 20d,2018.0,2022-07-12,Summer,July
4865,르노코리아자동차 주식회사,QM6,2017.0,2022-07-12,Summer,July
4866,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-12,Summer,July
4867,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-12,Summer,July
4868,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-12,Summer,July
4869,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-12,Summer,July
4870,현대자동차(주),아반떼(AVANTE),2017.0,2022-07-12,Summer,July
4871,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-12,Summer,July
4872,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-12,Summer,July
4873,기아주식회사,니로 EV,2019.0,2022-07-12,Summer,July
4874,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-12,Summer,July
4875,현대자동차(주),투싼(TUCSON),2018.0,2022-07-12,Summer,July
4876,르노코리아자동차 주식회사,SM6,2016.0,2022-07-12,Summer,July
4877,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-12,Summer,July
4878,현대자동차(주),그랜저(GRANDEUR),2011.0,2022-07-12,Summer,July
4879,메르세데스벤츠코리아(주),CLS400 d 4Matic,2019.0,2022-07-12,Summer,July
4880,폭스바겐그룹코리아 주식회사,A6 35 TDI,2016.0,2022-07-12,Summer,July
4881,메르세데스벤츠코리아(주),CLA200 d,2016.0,2022-07-12,Summer,July
4882,르노코리아자동차 주식회사,SM6,2016.0,2022-07-12,Summer,July
4883,기아주식회사,봉고Ⅲ 1톤,2017.0,2022-07-13,Summer,July
4884,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-13,Summer,July
4885,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4886,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4887,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4888,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-13,Summer,July
4889,현대자동차(주),넥쏘 (NEXO) 수소전기차,2021.0,2022-07-13,Summer,July
4890,(주)재규어랜드로버코리아,재규어 F-PACE 20d AWD,2019.0,2022-07-13,Summer,July
4891,폴스타오토모티브코리아 유한회사,Polestar 2 Long Range Single Motor,2022.0,2022-07-13,Summer,July
4892,현대자동차(주),쏘나타 N 라인 (SONATA N Line),2022.0,2022-07-13,Summer,July
4893,메르세데스벤츠코리아(주),GLS350 d 4Matic,2017.0,2022-07-13,Summer,July
4894,한국지엠(주),말리부 1.8 HYBRID,2017.0,2022-07-13,Summer,July
4895,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2017.0,2022-07-13,Summer,July
4896,현대자동차(주),맥스크루즈 (MAXCRUZ),2015.0,2022-07-13,Summer,July
4897,르노코리아자동차 주식회사,QM3,2014.0,2022-07-13,Summer,July
4898,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4899,현대자동차(주),GV80,2020.0,2022-07-13,Summer,July
4900,르노코리아자동차 주식회사,QM3,2014.0,2022-07-13,Summer,July
4901,한국지엠(주),말리부 1.8 HYBRID,2018.0,2022-07-13,Summer,July
4902,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-13,Summer,July
4903,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-13,Summer,July
4904,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4905,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-13,Summer,July
4906,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4907,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-07-13,Summer,July
4908,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4909,현대자동차(주),코나(KONA),2019.0,2022-07-13,Summer,July
4910,혼다코리아(주),ACCORD 1.5T,2019.0,2022-07-13,Summer,July
4911,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4912,메르세데스벤츠코리아(주),E300 4Matic,2019.0,2022-07-13,Summer,July
4913,기아주식회사,니로 하이브리드,2018.0,2022-07-13,Summer,July
4914,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4915,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4916,한국지엠(주),말리부 1.8 HYBRID,2017.0,2022-07-13,Summer,July
4917,현대자동차(주),맥스크루즈 (MAXCRUZ),2015.0,2022-07-13,Summer,July
4918,포드세일즈서비스코리아(유),2020-2021년식 Explorer PHEV,2021,2022-07-13,Summer,July
4919,포드세일즈서비스코리아(유),2022년식 Explorer FHEV,2022,2022-07-13,Summer,July
4920,폭스바겐그룹코리아 주식회사,우라칸,2022,2022-07-13,Summer,July
4921,포드세일즈서비스코리아(유),2014-2015년식 Fusion,2014,2022-07-13,Summer,July
4922,포드세일즈서비스코리아(유),2014-2015년식 Fusion Hybrid,2014,2022-07-13,Summer,July
4923,포드세일즈서비스코리아(유),2014-2015년식 MKZ,2015,2022-07-13,Summer,July
4924,포드세일즈서비스코리아(유),2014-2015년식 MKZ Hybrid,2015,2022-07-13,Summer,July
4925,포드세일즈서비스코리아(유),2015년식 Mustang 2.3,2015,2022-07-13,Summer,July
4926,포드세일즈서비스코리아(유),2015년식 Mustang GT 5.0,2015,2022-07-13,Summer,July
4927,르노코리아자동차 주식회사,QM3,2014.0,2022-07-13,Summer,July
4928,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4929,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019.0,2022-07-13,Summer,July
4930,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4931,포드세일즈서비스코리아(유),2015년식 Escape,2015,2022-07-13,Summer,July
4932,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),2021.0,2022-07-13,Summer,July
4933,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-13,Summer,July
4934,비엠더블유코리아(주),BMW i4 eDrive40,2022.0,2022-07-13,Summer,July
4935,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4936,기아주식회사,K8 하이브리드,2022.0,2022-07-13,Summer,July
4937,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4938,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4939,한국지엠(주),말리부 1.8 HYBRID,2017.0,2022-07-13,Summer,July
4940,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4941,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-13,Summer,July
4942,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019.0,2022-07-13,Summer,July
4943,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-13,Summer,July
4944,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2017.0,2022-07-13,Summer,July
4945,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-13,Summer,July
4946,메르세데스벤츠코리아(주),Mercedes-Benz E450 4MATIC Coupe,2021.0,2022-07-14,Summer,July
4947,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-14,Summer,July
4948,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-14,Summer,July
4949,현대자동차(주),G80,2017.0,2022-07-14,Summer,July
4950,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-14,Summer,July
4951,기아주식회사,니로 하이브리드,2022.0,2022-07-14,Summer,July
4952,기아주식회사,K9,2020.0,2022-07-14,Summer,July
4953,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-14,Summer,July
